member,bill_label,evidence_ref,filing_uuid,filing_year,filing_period,dt_posted,description_excerpt,lda_url
Barr,Taking Account of Bureaucrats Spending Act (TABS),EBarr6,579f0209-4eac-4933-b277-3978e56896a8,2025,1st Quarter (Jan 1 - Mar 31),2025-04-11T14:31:46-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 142 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support modifying the ,https://lda.gov/filings/public/filing/579f0209-4eac-4933-b277-3978e56896a8/print/
Barr,Taking Account of Bureaucrats Spending Act (TABS),EBarr6,758dcddf-2136-44be-8215-baf436e320ba,2025,2nd Quarter (Apr 1 - June 30),2025-07-11T15:58:47-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 142 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/758dcddf-2136-44be-8215-baf436e320ba/print/
Barr,Taking Account of Bureaucrats Spending Act (TABS),EBarr6,aa11bc45-472a-4514-85c6-a2dfcfd9b8d0,2025,3rd Quarter (July 1 - Sep 30),2025-10-14T11:01:29-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/aa11bc45-472a-4514-85c6-a2dfcfd9b8d0/print/
Barr,Taking Account of Bureaucrats Spending Act (TABS),EBarr6,43e75f1f-32fe-40a2-92ee-b70fe92b74b7,2025,4th Quarter (Oct 1 - Dec 31),2026-01-12T15:01:24-05:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/43e75f1f-32fe-40a2-92ee-b70fe92b74b7/print/
Barr,Taking Account of Bureaucrats Spending Act (TABS),EBarr6,93c9dba6-1595-4335-aecb-7d63567571c4,2026,1st Quarter (Jan 1 - Mar 31),2026-04-14T10:06:48-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 145 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/93c9dba6-1595-4335-aecb-7d63567571c4/print/
Barr,Rectifying UDAAP Act,EBarr6,579f0209-4eac-4933-b277-3978e56896a8,2025,1st Quarter (Jan 1 - Mar 31),2025-04-11T14:31:46-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 142 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support modifying the ,https://lda.gov/filings/public/filing/579f0209-4eac-4933-b277-3978e56896a8/print/
Barr,Rectifying UDAAP Act,EBarr6,758dcddf-2136-44be-8215-baf436e320ba,2025,2nd Quarter (Apr 1 - June 30),2025-07-11T15:58:47-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 142 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/758dcddf-2136-44be-8215-baf436e320ba/print/
Barr,Rectifying UDAAP Act,EBarr6,aa11bc45-472a-4514-85c6-a2dfcfd9b8d0,2025,3rd Quarter (July 1 - Sep 30),2025-10-14T11:01:29-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/aa11bc45-472a-4514-85c6-a2dfcfd9b8d0/print/
Barr,Rectifying UDAAP Act,EBarr6,43e75f1f-32fe-40a2-92ee-b70fe92b74b7,2025,4th Quarter (Oct 1 - Dec 31),2026-01-12T15:01:24-05:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/43e75f1f-32fe-40a2-92ee-b70fe92b74b7/print/
Barr,Rectifying UDAAP Act,EBarr6,93c9dba6-1595-4335-aecb-7d63567571c4,2026,1st Quarter (Jan 1 - Mar 31),2026-04-14T10:06:48-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 145 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/93c9dba6-1595-4335-aecb-7d63567571c4/print/
Cramer,Protecting Access to Credit for Small Businesses Act,E1,8ba5c3c0-1c2c-4a61-9527-dcd2c3349b34,2024,1st Quarter (Jan 1 - Mar 31),2024-04-22T16:14:56-04:00,Credit Card Interchange Fees - S. 1838 and H.R. 3881 - Credit Card Competition Act of 2023 Credit Union Loan Maturity Issues Issues related to access to financial services Credit Union Field of Membership issues Issues related to Credit Union Member Business Lending Caps S. 539 - Veterans Member Business Loan Act H.R. 4867 - Veterans Member Business Loan Act Issues related to housing Finance Refor,https://lda.gov/filings/public/filing/8ba5c3c0-1c2c-4a61-9527-dcd2c3349b34/print/
Cramer,Protecting Access to Credit for Small Businesses Act,E1,8ba5c3c0-1c2c-4a61-9527-dcd2c3349b34,2024,1st Quarter (Jan 1 - Mar 31),2024-04-22T16:14:56-04:00,Credit Union Member Business Lending Caps SBA 7(a) Loan Program S. 3992 Protecting Access to Credit for Small Businesses Act,https://lda.gov/filings/public/filing/8ba5c3c0-1c2c-4a61-9527-dcd2c3349b34/print/
Cramer,Protecting Access to Credit for Small Businesses Act,E1,9e0c0efd-ced7-4062-bb8a-1b57566a7dd2,2024,1st Quarter (Jan 1 - Mar 31),2024-04-23T16:19:02-04:00,Credit Card Interchange Fees - S. 1838 and H.R. 3881 - Credit Card Competition Act of 2023 Credit Union Loan Maturity Issues Issues related to access to financial services Credit Union Field of Membership issues Issues related to Credit Union Member Business Lending Caps S. 539 - Veterans Member Business Loan Act H.R. 4867 - Veterans Member Business Loan Act Issues related to housing Finance Refor,https://lda.gov/filings/public/filing/9e0c0efd-ced7-4062-bb8a-1b57566a7dd2/print/
Cramer,Protecting Access to Credit for Small Businesses Act,E1,9e0c0efd-ced7-4062-bb8a-1b57566a7dd2,2024,1st Quarter (Jan 1 - Mar 31),2024-04-23T16:19:02-04:00,Credit Union Member Business Lending Caps SBA 7(a) Loan Program S. 3992 Protecting Access to Credit for Small Businesses Act,https://lda.gov/filings/public/filing/9e0c0efd-ced7-4062-bb8a-1b57566a7dd2/print/
Cramer,Protecting Access to Credit for Small Businesses Act,E1,095ef7e4-c23a-44a4-a6dc-34bfff64471b,2024,2nd Quarter (Apr 1 - June 30),2024-07-22T15:47:59-04:00,Credit Union Loan Maturity Issues Credit Union Field of Membership issues S. 539 - Veterans Member Business Loan Act H.R. 4867 - Veterans Member Business Loan Act Issues related to housing Finance Reform Financial Services Regulatory Relief issues Issues related to consumer financial protection Issues related to Digital Assets Credit Union Tax Status Issues related to National Credit Union Adminis,https://lda.gov/filings/public/filing/095ef7e4-c23a-44a4-a6dc-34bfff64471b/print/
Cramer,Protecting Access to Credit for Small Businesses Act,E1,095ef7e4-c23a-44a4-a6dc-34bfff64471b,2024,2nd Quarter (Apr 1 - June 30),2024-07-22T15:47:59-04:00,Credit Union Member Business Lending Caps SBA 7(a) Loan Program S. 3992 Protecting Access to Credit for Small Businesses Act Oppose SBA direct lending,https://lda.gov/filings/public/filing/095ef7e4-c23a-44a4-a6dc-34bfff64471b/print/
Cramer,Protecting Access to Credit for Small Businesses Act,E1,591f1092-6c0e-449d-b208-db36e0930ada,2024,3rd Quarter (July 1 - Sep 30),2024-10-18T10:56:07-04:00,Credit Union Member Business Lending Caps Issues related to SBA 7(a) Loan Program Support Protecting Access to Credit for Small Businesses Act (S. 3992) Oppose SBA direct lending,https://lda.gov/filings/public/filing/591f1092-6c0e-449d-b208-db36e0930ada/print/
Cramer,Protecting Access to Credit for Small Businesses Act,E1,175207dd-65b8-4658-bd0b-912a786737e6,2024,4th Quarter (Oct 1 - Dec 31),2025-01-16T12:26:15-05:00,Credit Union Member Business Lending Caps Issues related to SBA 7(a) Loan Program Support Protecting Access to Credit for Small Businesses Act (S. 3992) Oppose SBA direct lending,https://lda.gov/filings/public/filing/175207dd-65b8-4658-bd0b-912a786737e6/print/
Cramer,Protecting Access to Credit for Small Businesses Act,E1,aa11bc45-472a-4514-85c6-a2dfcfd9b8d0,2025,3rd Quarter (July 1 - Sep 30),2025-10-14T11:01:29-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/aa11bc45-472a-4514-85c6-a2dfcfd9b8d0/print/
Cramer,Protecting Access to Credit for Small Businesses Act,E1,43e75f1f-32fe-40a2-92ee-b70fe92b74b7,2025,4th Quarter (Oct 1 - Dec 31),2026-01-12T15:01:24-05:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/43e75f1f-32fe-40a2-92ee-b70fe92b74b7/print/
Cramer,Protecting Access to Credit for Small Businesses Act,E1,93c9dba6-1595-4335-aecb-7d63567571c4,2026,1st Quarter (Jan 1 - Mar 31),2026-04-14T10:06:48-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 145 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/93c9dba6-1595-4335-aecb-7d63567571c4/print/
Scott,Protecting Access to Credit for Small Businesses Act,E2,8ba5c3c0-1c2c-4a61-9527-dcd2c3349b34,2024,1st Quarter (Jan 1 - Mar 31),2024-04-22T16:14:56-04:00,Credit Card Interchange Fees - S. 1838 and H.R. 3881 - Credit Card Competition Act of 2023 Credit Union Loan Maturity Issues Issues related to access to financial services Credit Union Field of Membership issues Issues related to Credit Union Member Business Lending Caps S. 539 - Veterans Member Business Loan Act H.R. 4867 - Veterans Member Business Loan Act Issues related to housing Finance Refor,https://lda.gov/filings/public/filing/8ba5c3c0-1c2c-4a61-9527-dcd2c3349b34/print/
Scott,Protecting Access to Credit for Small Businesses Act,E2,8ba5c3c0-1c2c-4a61-9527-dcd2c3349b34,2024,1st Quarter (Jan 1 - Mar 31),2024-04-22T16:14:56-04:00,Credit Union Member Business Lending Caps SBA 7(a) Loan Program S. 3992 Protecting Access to Credit for Small Businesses Act,https://lda.gov/filings/public/filing/8ba5c3c0-1c2c-4a61-9527-dcd2c3349b34/print/
Scott,Protecting Access to Credit for Small Businesses Act,E2,9e0c0efd-ced7-4062-bb8a-1b57566a7dd2,2024,1st Quarter (Jan 1 - Mar 31),2024-04-23T16:19:02-04:00,Credit Card Interchange Fees - S. 1838 and H.R. 3881 - Credit Card Competition Act of 2023 Credit Union Loan Maturity Issues Issues related to access to financial services Credit Union Field of Membership issues Issues related to Credit Union Member Business Lending Caps S. 539 - Veterans Member Business Loan Act H.R. 4867 - Veterans Member Business Loan Act Issues related to housing Finance Refor,https://lda.gov/filings/public/filing/9e0c0efd-ced7-4062-bb8a-1b57566a7dd2/print/
Scott,Protecting Access to Credit for Small Businesses Act,E2,9e0c0efd-ced7-4062-bb8a-1b57566a7dd2,2024,1st Quarter (Jan 1 - Mar 31),2024-04-23T16:19:02-04:00,Credit Union Member Business Lending Caps SBA 7(a) Loan Program S. 3992 Protecting Access to Credit for Small Businesses Act,https://lda.gov/filings/public/filing/9e0c0efd-ced7-4062-bb8a-1b57566a7dd2/print/
Scott,Protecting Access to Credit for Small Businesses Act,E2,095ef7e4-c23a-44a4-a6dc-34bfff64471b,2024,2nd Quarter (Apr 1 - June 30),2024-07-22T15:47:59-04:00,Credit Union Loan Maturity Issues Credit Union Field of Membership issues S. 539 - Veterans Member Business Loan Act H.R. 4867 - Veterans Member Business Loan Act Issues related to housing Finance Reform Financial Services Regulatory Relief issues Issues related to consumer financial protection Issues related to Digital Assets Credit Union Tax Status Issues related to National Credit Union Adminis,https://lda.gov/filings/public/filing/095ef7e4-c23a-44a4-a6dc-34bfff64471b/print/
Scott,Protecting Access to Credit for Small Businesses Act,E2,095ef7e4-c23a-44a4-a6dc-34bfff64471b,2024,2nd Quarter (Apr 1 - June 30),2024-07-22T15:47:59-04:00,Credit Union Member Business Lending Caps SBA 7(a) Loan Program S. 3992 Protecting Access to Credit for Small Businesses Act Oppose SBA direct lending,https://lda.gov/filings/public/filing/095ef7e4-c23a-44a4-a6dc-34bfff64471b/print/
Scott,Protecting Access to Credit for Small Businesses Act,E2,591f1092-6c0e-449d-b208-db36e0930ada,2024,3rd Quarter (July 1 - Sep 30),2024-10-18T10:56:07-04:00,Credit Union Member Business Lending Caps Issues related to SBA 7(a) Loan Program Support Protecting Access to Credit for Small Businesses Act (S. 3992) Oppose SBA direct lending,https://lda.gov/filings/public/filing/591f1092-6c0e-449d-b208-db36e0930ada/print/
Scott,Protecting Access to Credit for Small Businesses Act,E2,175207dd-65b8-4658-bd0b-912a786737e6,2024,4th Quarter (Oct 1 - Dec 31),2025-01-16T12:26:15-05:00,Credit Union Member Business Lending Caps Issues related to SBA 7(a) Loan Program Support Protecting Access to Credit for Small Businesses Act (S. 3992) Oppose SBA direct lending,https://lda.gov/filings/public/filing/175207dd-65b8-4658-bd0b-912a786737e6/print/
Scott,Protecting Access to Credit for Small Businesses Act,E2,aa11bc45-472a-4514-85c6-a2dfcfd9b8d0,2025,3rd Quarter (July 1 - Sep 30),2025-10-14T11:01:29-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/aa11bc45-472a-4514-85c6-a2dfcfd9b8d0/print/
Scott,Protecting Access to Credit for Small Businesses Act,E2,43e75f1f-32fe-40a2-92ee-b70fe92b74b7,2025,4th Quarter (Oct 1 - Dec 31),2026-01-12T15:01:24-05:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/43e75f1f-32fe-40a2-92ee-b70fe92b74b7/print/
Scott,Protecting Access to Credit for Small Businesses Act,E2,93c9dba6-1595-4335-aecb-7d63567571c4,2026,1st Quarter (Jan 1 - Mar 31),2026-04-14T10:06:48-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 145 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/93c9dba6-1595-4335-aecb-7d63567571c4/print/
Britt,Community Bank Relief Act,E3,93c9dba6-1595-4335-aecb-7d63567571c4,2026,1st Quarter (Jan 1 - Mar 31),2026-04-14T10:06:48-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 145 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/93c9dba6-1595-4335-aecb-7d63567571c4/print/
Emmer,Anti-CBDC Surveillance State Act,E4,579f0209-4eac-4933-b277-3978e56896a8,2025,1st Quarter (Jan 1 - Mar 31),2025-04-11T14:31:46-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 142 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support modifying the ,https://lda.gov/filings/public/filing/579f0209-4eac-4933-b277-3978e56896a8/print/
Emmer,Anti-CBDC Surveillance State Act,E4,758dcddf-2136-44be-8215-baf436e320ba,2025,2nd Quarter (Apr 1 - June 30),2025-07-11T15:58:47-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 142 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/758dcddf-2136-44be-8215-baf436e320ba/print/
Emmer,Anti-CBDC Surveillance State Act,E4,aa11bc45-472a-4514-85c6-a2dfcfd9b8d0,2025,3rd Quarter (July 1 - Sep 30),2025-10-14T11:01:29-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/aa11bc45-472a-4514-85c6-a2dfcfd9b8d0/print/
Emmer,Anti-CBDC Surveillance State Act,E4,43e75f1f-32fe-40a2-92ee-b70fe92b74b7,2025,4th Quarter (Oct 1 - Dec 31),2026-01-12T15:01:24-05:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/43e75f1f-32fe-40a2-92ee-b70fe92b74b7/print/
Emmer,Anti-CBDC Surveillance State Act,E4,93c9dba6-1595-4335-aecb-7d63567571c4,2026,1st Quarter (Jan 1 - Mar 31),2026-04-14T10:06:48-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 145 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/93c9dba6-1595-4335-aecb-7d63567571c4/print/
Fitzgerald,CFPB Accountable to Small Businesses Act,E5,e6a684ee-1be1-401b-8b68-c98cbf26cde5,2022,3rd Quarter (July 1 - Sep 30),2022-10-19T11:54:28-04:00,Issues related to Federal Credit Union Charter Modernization Issues related to credit union operations Issues related to credit union field of membership Issues related to credit union service organization Issues related to NCUA's low income designation regulation Issues related to NCUA examination procedures Issues related to NCUA's regulation regarding liquidity Issues related to NCUA's rulemaki,https://lda.gov/filings/public/filing/e6a684ee-1be1-401b-8b68-c98cbf26cde5/print/
Fitzgerald,CFPB Accountable to Small Businesses Act,E5,be44faac-306d-4b19-b0b0-c540d9e65715,2022,4th Quarter (Oct 1 - Dec 31),2023-01-20T12:09:10-05:00,Issues related to Federal Credit Union Charter Modernization Issues related to credit union operations Issues related to credit union field of membership Issues related to credit union service organization Issues related to NCUA's low income designation regulation Issues related to NCUA examination procedures Issues related to NCUA's regulation regarding liquidity Issues related to NCUA's rulemaki,https://lda.gov/filings/public/filing/be44faac-306d-4b19-b0b0-c540d9e65715/print/
Fitzgerald,CFPB Accountable to Small Businesses Act,E5,579f0209-4eac-4933-b277-3978e56896a8,2025,1st Quarter (Jan 1 - Mar 31),2025-04-11T14:31:46-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 142 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support modifying the ,https://lda.gov/filings/public/filing/579f0209-4eac-4933-b277-3978e56896a8/print/
Fitzgerald,CFPB Accountable to Small Businesses Act,E5,758dcddf-2136-44be-8215-baf436e320ba,2025,2nd Quarter (Apr 1 - June 30),2025-07-11T15:58:47-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 142 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/758dcddf-2136-44be-8215-baf436e320ba/print/
Fitzgerald,CFPB Accountable to Small Businesses Act,E5,aa11bc45-472a-4514-85c6-a2dfcfd9b8d0,2025,3rd Quarter (July 1 - Sep 30),2025-10-14T11:01:29-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/aa11bc45-472a-4514-85c6-a2dfcfd9b8d0/print/
Fitzgerald,CFPB Accountable to Small Businesses Act,E5,43e75f1f-32fe-40a2-92ee-b70fe92b74b7,2025,4th Quarter (Oct 1 - Dec 31),2026-01-12T15:01:24-05:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/43e75f1f-32fe-40a2-92ee-b70fe92b74b7/print/
Fitzgerald,CFPB Accountable to Small Businesses Act,E5,93c9dba6-1595-4335-aecb-7d63567571c4,2026,1st Quarter (Jan 1 - Mar 31),2026-04-14T10:06:48-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 145 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/93c9dba6-1595-4335-aecb-7d63567571c4/print/
Fitzgerald,HUMPS Act (Uncertain Methods and Practices),E5,758dcddf-2136-44be-8215-baf436e320ba,2025,2nd Quarter (Apr 1 - June 30),2025-07-11T15:58:47-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 142 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/758dcddf-2136-44be-8215-baf436e320ba/print/
Fitzgerald,HUMPS Act (Uncertain Methods and Practices),E5,aa11bc45-472a-4514-85c6-a2dfcfd9b8d0,2025,3rd Quarter (July 1 - Sep 30),2025-10-14T11:01:29-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/aa11bc45-472a-4514-85c6-a2dfcfd9b8d0/print/
Fitzgerald,HUMPS Act (Uncertain Methods and Practices),E5,43e75f1f-32fe-40a2-92ee-b70fe92b74b7,2025,4th Quarter (Oct 1 - Dec 31),2026-01-12T15:01:24-05:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/43e75f1f-32fe-40a2-92ee-b70fe92b74b7/print/
Fitzgerald,HUMPS Act (Uncertain Methods and Practices),E5,93c9dba6-1595-4335-aecb-7d63567571c4,2026,1st Quarter (Jan 1 - Mar 31),2026-04-14T10:06:48-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 145 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/93c9dba6-1595-4335-aecb-7d63567571c4/print/
Fitzgerald,Expanding Access to Lending Options Act,E5,8ba5c3c0-1c2c-4a61-9527-dcd2c3349b34,2024,1st Quarter (Jan 1 - Mar 31),2024-04-22T16:14:56-04:00,Credit Card Interchange Fees - S. 1838 and H.R. 3881 - Credit Card Competition Act of 2023 Credit Union Loan Maturity Issues Issues related to access to financial services Credit Union Field of Membership issues Issues related to Credit Union Member Business Lending Caps S. 539 - Veterans Member Business Loan Act H.R. 4867 - Veterans Member Business Loan Act Issues related to housing Finance Refor,https://lda.gov/filings/public/filing/8ba5c3c0-1c2c-4a61-9527-dcd2c3349b34/print/
Fitzgerald,Expanding Access to Lending Options Act,E5,9e0c0efd-ced7-4062-bb8a-1b57566a7dd2,2024,1st Quarter (Jan 1 - Mar 31),2024-04-23T16:19:02-04:00,Credit Card Interchange Fees - S. 1838 and H.R. 3881 - Credit Card Competition Act of 2023 Credit Union Loan Maturity Issues Issues related to access to financial services Credit Union Field of Membership issues Issues related to Credit Union Member Business Lending Caps S. 539 - Veterans Member Business Loan Act H.R. 4867 - Veterans Member Business Loan Act Issues related to housing Finance Refor,https://lda.gov/filings/public/filing/9e0c0efd-ced7-4062-bb8a-1b57566a7dd2/print/
Fitzgerald,Expanding Access to Lending Options Act,E5,095ef7e4-c23a-44a4-a6dc-34bfff64471b,2024,2nd Quarter (Apr 1 - June 30),2024-07-22T15:47:59-04:00,Credit Union Loan Maturity Issues Credit Union Field of Membership issues S. 539 - Veterans Member Business Loan Act H.R. 4867 - Veterans Member Business Loan Act Issues related to housing Finance Reform Financial Services Regulatory Relief issues Issues related to consumer financial protection Issues related to Digital Assets Credit Union Tax Status Issues related to National Credit Union Adminis,https://lda.gov/filings/public/filing/095ef7e4-c23a-44a4-a6dc-34bfff64471b/print/
Fitzgerald,Expanding Access to Lending Options Act,E5,591f1092-6c0e-449d-b208-db36e0930ada,2024,3rd Quarter (July 1 - Sep 30),2024-10-18T10:56:07-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 140 million members Support regulatory relief for credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial inclusion and increased access to financial services Support assistanc,https://lda.gov/filings/public/filing/591f1092-6c0e-449d-b208-db36e0930ada/print/
Fitzgerald,Expanding Access to Lending Options Act,E5,175207dd-65b8-4658-bd0b-912a786737e6,2024,4th Quarter (Oct 1 - Dec 31),2025-01-16T12:26:15-05:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 140 million members Support regulatory relief for credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial inclusion and increased access to financial services Support assistanc,https://lda.gov/filings/public/filing/175207dd-65b8-4658-bd0b-912a786737e6/print/
Fitzgerald,Expanding Access to Lending Options Act,E5,758dcddf-2136-44be-8215-baf436e320ba,2025,2nd Quarter (Apr 1 - June 30),2025-07-11T15:58:47-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 142 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/758dcddf-2136-44be-8215-baf436e320ba/print/
